order_item_id,order_id,product_id,user_id,quantity,item_price,item_total,order_date,order_status,total_amount,name,email,gender,city,signup_date,product_name,category,brand,price,rating,month,revenue
I00012073,O00005554,P000539,U001136,1,45.11,45.11,2024-06-28 12:39:02.399552,returned,257.22,Mike Morgan,bishopkaren@example.org,Male,East Vincent,2025-06-09,Zenith Skill,Clothing,Zenith,45.11,3.38,2024-06,45.11
I00012074,O00005555,P000678,U002124,1,152.1,152.1,2024-07-10 10:59:54.203440,returned,343.93,Nicole Johnson,perezjohn@example.com,Female,Vargasbury,2024-10-08,Zenith Whole,Toys,Zenith,152.1,3.14,2024-07,152.1
I00012075,O00005555,P001747,U002124,1,103.92,103.92,2024-07-10 10:59:54.203440,returned,343.93,Nicole Johnson,perezjohn@example.com,Female,Vargasbury,2024-10-08,Zenith Protect,Home & Kitchen,Zenith,103.92,4.57,2024-07,103.92
I00012076,O00005555,P000893,U002124,1,87.91,87.91,2024-07-10 10:59:54.203440,returned,343.93,Nicole Johnson,perezjohn@example.com,Female,Vargasbury,2024-10-08,Astra Worker,Pet Supplies,Astra,87.91,2.67,2024-07,87.91
I00012077,O00005556,P000456,U005072,3,24.35,73.05,2024-12-18 05:27:31.207774,completed,651.75,Ashley King,lowedavid@example.net,Other,Harrischester,2025-03-21,Zenith Building,Pet Supplies,Zenith,24.35,2.83,2024-12,73.05
I00012078,O00005556,P001959,U005072,2,120.33,240.66,2024-12-18 05:27:31.207774,completed,651.75,Ashley King,lowedavid@example.net,Other,Harrischester,2025-03-21,Everest Television,Automotive,Everest,120.33,2.99,2024-12,240.66
I00012079,O00005556,P001671,U005072,1,8.06,8.06,2024-12-18 05:27:31.207774,completed,651.75,Ashley King,lowedavid@example.net,Other,Harrischester,2025-03-21,Nimbus Garden,Beauty,Nimbus,8.06,4.12,2024-12,8.06
I00012080,O00005556,P001835,U005072,1,76.86,76.86,2024-12-18 05:27:31.207774,completed,651.75,Ashley King,lowedavid@example.net,Other,Harrischester,2025-03-21,Everest Indicate,Pet Supplies,Everest,76.86,4.07,2024-12,76.86
I00012081,O00005556,P001823,U005072,1,215.56,215.56,2024-12-18 05:27:31.207774,completed,651.75,Ashley King,lowedavid@example.net,Other,Harrischester,2025-03-21,Willow Bit,Sports,Willow,215.56,2.59,2024-12,215.56
I00012082,O00005556,P000452,U005072,1,37.56,37.56,2024-12-18 05:27:31.207774,completed,651.75,Ashley King,lowedavid@example.net,Other,Harrischester,2025-03-21,Zenith Total,Books,Zenith,37.56,4.64,2024-12,37.56
I00012083,O00005557,P000686,U001581,1,29.92,29.92,2024-10-22 20:15:26.982098,returned,29.92,Edward Hanson,twagner@example.org,Male,West Zachary,2024-09-19,Willow Bring,Clothing,Willow,29.92,4.3,2024-10,29.92
I00012084,O00005558,P000857,U000671,1,53.5,53.5,2024-10-12 19:08:43.048650,completed,208.7,Christine Burke,christopherrichardson@example.net,Other,North Jenniferchester,2024-02-04,Nimbus Present,Pet Supplies,Nimbus,53.5,4.88,2024-10,53.5
I00012085,O00005558,P001551,U000671,1,11.78,11.78,2024-10-12 19:08:43.048650,completed,208.7,Christine Burke,christopherrichardson@example.net,Other,North Jenniferchester,2024-02-04,GreenLeaf Reflect,Groceries,GreenLeaf,11.78,2.68,2024-10,11.78
I00012086,O00005558,P001510,U000671,1,93.58,93.58,2024-10-12 19:08:43.048650,completed,208.7,Christine Burke,christopherrichardson@example.net,Other,North Jenniferchester,2024-02-04,GreenLeaf Reduce,Pet Supplies,GreenLeaf,93.58,4.47,2024-10,93.58
I00012087,O00005558,P001765,U000671,1,49.84,49.84,2024-10-12 19:08:43.048650,completed,208.7,Christine Burke,christopherrichardson@example.net,Other,North Jenniferchester,2024-02-04,GreenLeaf Its,Beauty,GreenLeaf,49.84,3.04,2024-10,49.84
I00012088,O00005559,P000241,U001226,1,148.45,148.45,2024-02-12 20:48:41.267679,shipped,148.45,Kimberly Hart,mcbridemichael@example.org,Male,West Erik,2024-12-25,Orion Idea,Clothing,Orion,148.45,4.55,2024-02,148.45
I00012089,O00005560,P001702,U003934,2,154.05,308.1,2024-04-15 18:51:47.076825,processing,424.4,Natasha Kemp,traci58@example.org,Male,South Douglasville,2025-02-01,Pulse Set,Beauty,Pulse,154.05,4.07,2024-04,308.1
I00012090,O00005560,P000015,U003934,2,58.15,116.3,2024-04-15 18:51:47.076825,processing,424.4,Natasha Kemp,traci58@example.org,Male,South Douglasville,2025-02-01,GreenLeaf Common,Pet Supplies,GreenLeaf,58.15,3.5,2024-04,116.3
I00012091,O00005561,P001913,U004203,1,7.76,7.76,2025-09-13 12:39:23.828397,shipped,7.76,Rebecca Reed,vasquezjoseph@example.org,Other,South Johnmouth,2025-01-08,NeoTech Information,Groceries,NeoTech,7.76,4.12,2025-09,7.76
I00012092,O00005562,P000353,U009673,2,83.19,166.38,2025-06-13 20:59:17.779539,returned,328.29,Kathryn Carter,anthonyalexander@example.com,Female,Port Shannon,2025-08-15,Zenith Thought,Toys,Zenith,83.19,4.47,2025-06,166.38
I00012093,O00005562,P001358,U009673,2,54.48,108.96,2025-06-13 20:59:17.779539,returned,328.29,Kathryn Carter,anthonyalexander@example.com,Female,Port Shannon,2025-08-15,Orion Film,Books,Orion,54.48,2.84,2025-06,108.96
I00012094,O00005562,P001389,U009673,1,20.84,20.84,2025-06-13 20:59:17.779539,returned,328.29,Kathryn Carter,anthonyalexander@example.com,Female,Port Shannon,2025-08-15,GreenLeaf Sea,Groceries,GreenLeaf,20.84,4.23,2025-06,20.84
I00012095,O00005562,P001927,U009673,1,32.11,32.11,2025-06-13 20:59:17.779539,returned,328.29,Kathryn Carter,anthonyalexander@example.com,Female,Port Shannon,2025-08-15,Pulse Conference,Pet Supplies,Pulse,32.11,2.78,2025-06,32.11
I00012096,O00005563,P001722,U001842,1,80.1,80.1,2024-03-18 10:34:16.721607,completed,398.28,Robert Hamilton,teresa44@example.net,Other,West Jenna,2025-09-23,Everest Religious,Home & Kitchen,Everest,80.1,3.51,2024-03,80.1
I00012097,O00005563,P001251,U001842,1,270.85,270.85,2024-03-18 10:34:16.721607,completed,398.28,Robert Hamilton,teresa44@example.net,Other,West Jenna,2025-09-23,NeoTech Truth,Home & Kitchen,NeoTech,270.85,3.67,2024-03,270.85
I00012098,O00005563,P000171,U001842,1,47.33,47.33,2024-03-18 10:34:16.721607,completed,398.28,Robert Hamilton,teresa44@example.net,Other,West Jenna,2025-09-23,Astra Protect,Toys,Astra,47.33,3.24,2024-03,47.33
I00012099,O00005564,P001065,U006247,1,51.94,51.94,2025-06-21 09:32:30.988949,processing,271.21,Mary Reyes,wattschristina@example.org,Other,New Lauraberg,2024-10-29,Zenith Way,Toys,Zenith,51.94,4.44,2025-06,51.94
I00012100,O00005564,P000178,U006247,1,145.19,145.19,2025-06-21 09:32:30.988949,processing,271.21,Mary Reyes,wattschristina@example.org,Other,New Lauraberg,2024-10-29,Solace Easy,Beauty,Solace,145.19,4.74,2025-06,145.19
I00012101,O00005564,P001119,U006247,1,74.08,74.08,2025-06-21 09:32:30.988949,processing,271.21,Mary Reyes,wattschristina@example.org,Other,New Lauraberg,2024-10-29,Nimbus Minute,Beauty,Nimbus,74.08,3.62,2025-06,74.08
I00012102,O00005565,P001755,U005214,3,305.42,916.26,2025-07-04 16:36:02.997220,cancelled,1647.99,Benjamin Williams,james05@example.com,Female,Millerfort,2024-11-29,GreenLeaf Star,Automotive,GreenLeaf,305.42,3.33,2025-07,916.26
I00012103,O00005565,P000770,U005214,3,155.4,466.2,2025-07-04 16:36:02.997220,cancelled,1647.99,Benjamin Williams,james05@example.com,Female,Millerfort,2024-11-29,Nimbus Size,Pet Supplies,Nimbus,155.4,3.77,2025-07,466.2
I00012104,O00005565,P000155,U005214,3,12.17,36.51,2025-07-04 16:36:02.997220,cancelled,1647.99,Benjamin Williams,james05@example.com,Female,Millerfort,2024-11-29,Harbor Firm,Books,Harbor,12.17,3.07,2025-07,36.51
I00012105,O00005565,P001301,U005214,2,114.51,229.02,2025-07-04 16:36:02.997220,cancelled,1647.99,Benjamin Williams,james05@example.com,Female,Millerfort,2024-11-29,Astra Without,Clothing,Astra,114.51,2.87,2025-07,229.02
I00012106,O00005566,P001223,U004613,1,46.87,46.87,2025-05-13 17:10:51.784732,shipped,234.2,Robert Murphy,david35@example.com,Female,Matthewmouth,2024-03-12,GreenLeaf Age,Books,GreenLeaf,46.87,4.18,2025-05,46.87
I00012107,O00005566,P001283,U004613,1,187.33,187.33,2025-05-13 17:10:51.784732,shipped,234.2,Robert Murphy,david35@example.com,Female,Matthewmouth,2024-03-12,Orion Hit,Clothing,Orion,187.33,3.04,2025-05,187.33
I00012108,O00005567,P000802,U000991,1,173.34,173.34,2025-06-03 11:55:58.026156,processing,1064.87,Clinton Gordon,sstevenson@example.org,Other,West Erin,2025-05-16,Orion Stand,Clothing,Orion,173.34,3.74,2025-06,173.34
I00012109,O00005567,P000802,U000991,1,173.34,173.34,2025-06-03 11:55:58.026156,processing,1064.87,Clinton Gordon,sstevenson@example.org,Other,West Erin,2025-05-16,Orion Stand,Clothing,Orion,173.34,3.74,2025-06,173.34
I00012110,O00005567,P000954,U000991,1,661.52,661.52,2025-06-03 11:55:58.026156,processing,1064.87,Clinton Gordon,sstevenson@example.org,Other,West Erin,2025-05-16,Harbor Cost,Automotive,Harbor,661.52,3.32,2025-06,661.52
I00012111,O00005567,P001967,U000991,3,18.89,56.67,2025-06-03 11:55:58.026156,processing,1064.87,Clinton Gordon,sstevenson@example.org,Other,West Erin,2025-05-16,Harbor Reach,Pet Supplies,Harbor,18.89,2.83,2025-06,56.67
I00012112,O00005568,P000825,U000374,1,23.92,23.92,2024-12-02 11:43:44.381250,returned,247.17,Debra Mullen,jennifer58@example.com,Female,Craigside,2025-11-02,Harbor National,Clothing,Harbor,23.92,4.35,2024-12,23.92
I00012113,O00005568,P000991,U000374,2,19.08,38.16,2024-12-02 11:43:44.381250,returned,247.17,Debra Mullen,jennifer58@example.com,Female,Craigside,2025-11-02,Everest Drug,Clothing,Everest,19.08,4.39,2024-12,38.16
I00012114,O00005568,P000249,U000374,1,64.76,64.76,2024-12-02 11:43:44.381250,returned,247.17,Debra Mullen,jennifer58@example.com,Female,Craigside,2025-11-02,NeoTech Husband,Books,NeoTech,64.76,2.84,2024-12,64.76
I00012115,O00005568,P001959,U000374,1,120.33,120.33,2024-12-02 11:43:44.381250,returned,247.17,Debra Mullen,jennifer58@example.com,Female,Craigside,2025-11-02,Everest Television,Automotive,Everest,120.33,2.99,2024-12,120.33
I00012116,O00005569,P001085,U001091,1,16.71,16.71,2024-04-10 21:03:51.649573,processing,16.71,Tanya Johnston,fcarter@example.org,Male,Hoffmanfort,2024-03-09,Harbor Avoid,Groceries,Harbor,16.71,3.4,2024-04,16.71
I00012117,O00005570,P001311,U007675,1,46.89,46.89,2024-05-11 09:33:04.037724,returned,329.95,Caitlin Lam,mward@example.net,Female,Port Ashley,2024-11-17,Zenith Argue,Toys,Zenith,46.89,3.49,2024-05,46.89
I00012118,O00005570,P001311,U007675,3,46.89,140.67,2024-05-11 09:33:04.037724,returned,329.95,Caitlin Lam,mward@example.net,Female,Port Ashley,2024-11-17,Zenith Argue,Toys,Zenith,46.89,3.49,2024-05,140.67
I00012119,O00005570,P001402,U007675,1,121.55,121.55,2024-05-11 09:33:04.037724,returned,329.95,Caitlin Lam,mward@example.net,Female,Port Ashley,2024-11-17,Astra This,Beauty,Astra,121.55,3.59,2024-05,121.55
I00012120,O00005570,P001389,U007675,1,20.84,20.84,2024-05-11 09:33:04.037724,returned,329.95,Caitlin Lam,mward@example.net,Female,Port Ashley,2024-11-17,GreenLeaf Sea,Groceries,GreenLeaf,20.84,4.23,2024-05,20.84
I00012121,O00005571,P000545,U008471,2,55.49,110.98,2024-08-14 13:45:57.506337,cancelled,171.78,Andrea Santos,thomas43@example.org,Male,Port Danielview,2025-08-08,Pulse Understand,Sports,Pulse,55.49,3.04,2024-08,110.98
I00012122,O00005571,P001799,U008471,1,20.77,20.77,2024-08-14 13:45:57.506337,cancelled,171.78,Andrea Santos,thomas43@example.org,Male,Port Danielview,2025-08-08,Astra Protect,Groceries,Astra,20.77,3.11,2024-08,20.77
I00012123,O00005571,P001269,U008471,1,40.03,40.03,2024-08-14 13:45:57.506337,cancelled,171.78,Andrea Santos,thomas43@example.org,Male,Port Danielview,2025-08-08,Nimbus Start,Toys,Nimbus,40.03,3.08,2024-08,40.03
I00012124,O00005572,P001491,U001394,3,153.2,459.6,2025-09-25 01:51:04.720319,completed,620.82,Thomas Hughes,taylordavid@example.org,Male,Port Chadville,2025-02-11,Zenith Society,Sports,Zenith,153.2,4.47,2025-09,459.6
I00012125,O00005572,P001045,U001394,1,41.15,41.15,2025-09-25 01:51:04.720319,completed,620.82,Thomas Hughes,taylordavid@example.org,Male,Port Chadville,2025-02-11,Pulse Front,Toys,Pulse,41.15,2.71,2025-09,41.15
I00012126,O00005572,P000696,U001394,1,110.1,110.1,2025-09-25 01:51:04.720319,completed,620.82,Thomas Hughes,taylordavid@example.org,Male,Port Chadville,2025-02-11,Solace Glass,Automotive,Solace,110.1,4.54,2025-09,110.1
I00012127,O00005572,P000485,U001394,1,9.97,9.97,2025-09-25 01:51:04.720319,completed,620.82,Thomas Hughes,taylordavid@example.org,Male,Port Chadville,2025-02-11,NeoTech Several,Groceries,NeoTech,9.97,2.59,2025-09,9.97
I00012128,O00005573,P000375,U001336,3,21.73,65.19,2025-04-27 19:26:56.395325,cancelled,65.19,Kathleen Schneider,ariel90@example.net,Female,Lake Jenniferberg,2025-02-23,Nimbus Choice,Home & Kitchen,Nimbus,21.73,3.12,2025-04,65.19
I00012129,O00005574,P001488,U001116,3,46.59,139.77,2025-04-06 03:02:36.242093,shipped,233.49,Melissa Rios,cookemily@example.com,Female,New Jennifer,2024-07-08,Zenith Like,Books,Zenith,46.59,3.0,2025-04,139.77
I00012130,O00005574,P000760,U001116,1,20.41,20.41,2025-04-06 03:02:36.242093,shipped,233.49,Melissa Rios,cookemily@example.com,Female,New Jennifer,2024-07-08,Zenith North,Beauty,Zenith,20.41,4.88,2025-04,20.41
I00012131,O00005574,P001192,U001116,1,73.31,73.31,2025-04-06 03:02:36.242093,shipped,233.49,Melissa Rios,cookemily@example.com,Female,New Jennifer,2024-07-08,Pulse Street,Home & Kitchen,Pulse,73.31,2.94,2025-04,73.31
I00012132,O00005575,P001040,U000766,1,22.15,22.15,2025-03-21 22:24:43.792955,cancelled,22.15,John Navarro,lindsay63@example.com,Female,Port Veronica,2025-03-02,Willow Court,Beauty,Willow,22.15,4.13,2025-03,22.15
I00012133,O00005576,P000825,U007251,1,23.92,23.92,2024-08-16 21:15:08.757632,returned,23.92,David Heath,losborn@example.com,Male,East Tarabury,2025-04-07,Harbor National,Clothing,Harbor,23.92,4.35,2024-08,23.92
I00012134,O00005577,P001729,U003901,1,67.52,67.52,2024-09-28 04:56:55.340515,returned,450.17,Tracy Monroe,johnpark@example.com,Other,Wrightfort,2025-03-12,NeoTech Third,Books,NeoTech,67.52,3.4,2024-09,67.52
I00012135,O00005577,P001031,U003901,1,82.85,82.85,2024-09-28 04:56:55.340515,returned,450.17,Tracy Monroe,johnpark@example.com,Other,Wrightfort,2025-03-12,Solace Group,Pet Supplies,Solace,82.85,4.23,2024-09,82.85
I00012136,O00005577,P001868,U003901,1,299.8,299.8,2024-09-28 04:56:55.340515,returned,450.17,Tracy Monroe,johnpark@example.com,Other,Wrightfort,2025-03-12,Nimbus Foot,Sports,Nimbus,299.8,4.4,2024-09,299.8
I00012137,O00005578,P001063,U001131,3,27.14,81.42,2025-08-10 04:27:31.290486,returned,461.02,Mason Choi,parkerkatie@example.com,Female,Fostermouth,2024-03-29,GreenLeaf Happen,Groceries,GreenLeaf,27.14,3.06,2025-08,81.42
I00012138,O00005578,P000808,U001131,1,125.02,125.02,2025-08-10 04:27:31.290486,returned,461.02,Mason Choi,parkerkatie@example.com,Female,Fostermouth,2024-03-29,Astra Herself,Clothing,Astra,125.02,3.22,2025-08,125.02
I00012139,O00005578,P001984,U001131,3,84.86,254.58,2025-08-10 04:27:31.290486,returned,461.02,Mason Choi,parkerkatie@example.com,Female,Fostermouth,2024-03-29,Willow Eye,Books,Willow,84.86,3.08,2025-08,254.58
I00012140,O00005579,P000376,U001017,1,549.81,549.81,2025-08-30 11:27:01.181744,processing,1044.75,Rebecca Estes,dkhan@example.com,Male,East Michaelhaven,2024-01-30,Zenith Color,Automotive,Zenith,549.81,2.6,2025-08,549.81
I00012141,O00005579,P000823,U001017,2,247.47,494.94,2025-08-30 11:27:01.181744,processing,1044.75,Rebecca Estes,dkhan@example.com,Male,East Michaelhaven,2024-01-30,Harbor Today,Clothing,Harbor,247.47,4.21,2025-08,494.94
I00012142,O00005580,P000993,U005309,2,564.72,1129.44,2025-09-15 21:15:11.317601,completed,1146.15,Amanda Robinson,christopherruiz@example.org,Female,Lloydport,2024-03-04,NeoTech Laugh,Electronics,NeoTech,564.72,3.3,2025-09,1129.44
I00012143,O00005580,P001085,U005309,1,16.71,16.71,2025-09-15 21:15:11.317601,completed,1146.15,Amanda Robinson,christopherruiz@example.org,Female,Lloydport,2024-03-04,Harbor Avoid,Groceries,Harbor,16.71,3.4,2025-09,16.71
I00012144,O00005581,P000187,U002150,1,134.5,134.5,2024-12-16 03:58:55.659777,completed,134.5,Ian Blankenship,tsullivan@example.org,Female,New Nicholas,2024-06-19,Harbor For,Sports,Harbor,134.5,4.84,2024-12,134.5
I00012145,O00005582,P000583,U004277,1,137.49,137.49,2024-08-26 14:53:17.258322,processing,311.11,Monica Stone,oholmes@example.net,Other,West Davidbury,2024-09-24,Zenith Event,Beauty,Zenith,137.49,4.85,2024-08,137.49
I00012146,O00005582,P001211,U004277,1,9.28,9.28,2024-08-26 14:53:17.258322,processing,311.11,Monica Stone,oholmes@example.net,Other,West Davidbury,2024-09-24,Pulse Major,Home & Kitchen,Pulse,9.28,2.64,2024-08,9.28
I00012147,O00005582,P001435,U004277,1,36.92,36.92,2024-08-26 14:53:17.258322,processing,311.11,Monica Stone,oholmes@example.net,Other,West Davidbury,2024-09-24,Harbor Eye,Books,Harbor,36.92,4.58,2024-08,36.92
I00012148,O00005582,P001897,U004277,1,127.42,127.42,2024-08-26 14:53:17.258322,processing,311.11,Monica Stone,oholmes@example.net,Other,West Davidbury,2024-09-24,Nimbus Expert,Beauty,Nimbus,127.42,2.95,2024-08,127.42
I00012149,O00005583,P000454,U005313,1,231.49,231.49,2024-12-07 13:07:15.539021,shipped,792.71,Michael Patel,christopherdiaz@example.net,Other,Cruzmouth,2024-08-30,Solace Different,Home & Kitchen,Solace,231.49,3.58,2024-12,231.49
I00012150,O00005583,P000475,U005313,2,191.79,383.58,2024-12-07 13:07:15.539021,shipped,792.71,Michael Patel,christopherdiaz@example.net,Other,Cruzmouth,2024-08-30,Willow Also,Home & Kitchen,Willow,191.79,3.42,2024-12,383.58
I00012151,O00005583,P000381,U005313,1,177.64,177.64,2024-12-07 13:07:15.539021,shipped,792.71,Michael Patel,christopherdiaz@example.net,Other,Cruzmouth,2024-08-30,Solace Chance,Sports,Solace,177.64,2.87,2024-12,177.64
I00012152,O00005584,P000528,U007484,2,29.55,59.1,2024-01-30 09:25:10.705066,shipped,547.69,Kimberly Jackson,roseerik@example.com,Male,Port Mariafurt,2025-04-06,Zenith Leader,Toys,Zenith,29.55,4.14,2024-01,59.1
I00012153,O00005584,P001234,U007484,1,488.59,488.59,2024-01-30 09:25:10.705066,shipped,547.69,Kimberly Jackson,roseerik@example.com,Male,Port Mariafurt,2025-04-06,Nimbus Morning,Sports,Nimbus,488.59,3.68,2024-01,488.59
I00012154,O00005585,P001127,U009197,1,150.71,150.71,2025-11-12 02:36:08.122468,cancelled,150.71,Jamie Goodman,rcarey@example.com,Other,North Thomasview,2024-07-03,Everest Design,Clothing,Everest,150.71,4.12,2025-11,150.71
I00012155,O00005586,P000605,U008702,1,83.17,83.17,2024-07-11 14:33:27.418438,completed,403.08,Brad Brown,ihunt@example.com,Other,North Erin,2024-06-24,Zenith Dog,Clothing,Zenith,83.17,4.32,2024-07,83.17
I00012156,O00005586,P001787,U008702,1,160.19,160.19,2024-07-11 14:33:27.418438,completed,403.08,Brad Brown,ihunt@example.com,Other,North Erin,2024-06-24,Willow Forget,Clothing,Willow,160.19,4.45,2024-07,160.19
I00012157,O00005586,P000717,U008702,3,53.24,159.72,2024-07-11 14:33:27.418438,completed,403.08,Brad Brown,ihunt@example.com,Other,North Erin,2024-06-24,Astra Nation,Books,Astra,53.24,4.54,2024-07,159.72
I00012158,O00005587,P001872,U009328,1,1217.83,1217.83,2024-01-03 16:53:16.508123,cancelled,1217.83,Juan Smith,troygilbert@example.org,Other,Alexanderville,2025-04-20,Everest Budget,Electronics,Everest,1217.83,3.3,2024-01,1217.83
I00012159,O00005588,P000564,U007884,1,99.23,99.23,2024-04-02 06:46:50.879458,returned,159.25,Kayla Williams,hamiltonsusan@example.org,Female,New Ricky,2025-08-24,Zenith Conference,Home & Kitchen,Zenith,99.23,3.48,2024-04,99.23
I00012160,O00005588,P001862,U007884,1,27.91,27.91,2024-04-02 06:46:50.879458,returned,159.25,Kayla Williams,hamiltonsusan@example.org,Female,New Ricky,2025-08-24,Zenith Guess,Groceries,Zenith,27.91,4.68,2024-04,27.91
I00012161,O00005588,P000633,U007884,1,32.11,32.11,2024-04-02 06:46:50.879458,returned,159.25,Kayla Williams,hamiltonsusan@example.org,Female,New Ricky,2025-08-24,Nimbus Seven,Beauty,Nimbus,32.11,2.82,2024-04,32.11
I00012162,O00005589,P001638,U006885,1,363.25,363.25,2025-03-13 02:57:44.185363,shipped,867.31,Kevin Herrera,tylerarcher@example.com,Other,South Scott,2025-01-24,Harbor Story,Home & Kitchen,Harbor,363.25,3.13,2025-03,363.25
I00012163,O00005589,P000668,U006885,3,168.02,504.06,2025-03-13 02:57:44.185363,shipped,867.31,Kevin Herrera,tylerarcher@example.com,Other,South Scott,2025-01-24,Nimbus Culture,Clothing,Nimbus,168.02,3.77,2025-03,504.06
I00012164,O00005590,P001189,U009220,1,9.98,9.98,2024-05-23 09:21:41.323459,completed,9.98,Barbara Young,samantha24@example.net,Male,East Brianside,2024-09-30,Acme Four,Groceries,Acme,9.98,2.74,2024-05,9.98
I00012165,O00005591,P000857,U003487,1,53.5,53.5,2025-01-17 08:38:29.507013,shipped,62.99,Adam Pena,wendysantos@example.com,Female,Donnaton,2024-02-03,Nimbus Present,Pet Supplies,Nimbus,53.5,4.88,2025-01,53.5
I00012166,O00005591,P000620,U003487,1,9.49,9.49,2025-01-17 08:38:29.507013,shipped,62.99,Adam Pena,wendysantos@example.com,Female,Donnaton,2024-02-03,Orion Consider,Groceries,Orion,9.49,2.85,2025-01,9.49
I00012167,O00005592,P000160,U008727,1,259.69,259.69,2025-09-27 13:06:33.009426,returned,259.69,Ryan Wright,halljason@example.com,Male,South Charles,2024-02-10,Acme Cold,Electronics,Acme,259.69,2.73,2025-09,259.69
I00012168,O00005593,P001132,U008981,1,694.64,694.64,2024-08-06 03:02:21.688364,shipped,694.64,Trevor Lyons,fowens@example.org,Female,Michaelton,2024-07-21,Willow Even,Automotive,Willow,694.64,3.09,2024-08,694.64
I00012169,O00005594,P001798,U006584,1,116.24,116.24,2024-07-27 19:55:44.707750,completed,619.72,Mallory Baldwin,tonyawalsh@example.com,Other,Jamesville,2024-04-21,Harbor Reflect,Beauty,Harbor,116.24,3.05,2024-07,116.24
I00012170,O00005594,P001917,U006584,1,503.48,503.48,2024-07-27 19:55:44.707750,completed,619.72,Mallory Baldwin,tonyawalsh@example.com,Other,Jamesville,2024-04-21,Everest Possible,Electronics,Everest,503.48,3.01,2024-07,503.48
I00012171,O00005595,P001991,U002840,1,178.96,178.96,2024-02-14 18:20:54.911218,returned,555.49,Michael Peters,jamiejohnson@example.org,Other,West Raymondbury,2024-03-11,Nimbus Military,Sports,Nimbus,178.96,3.57,2024-02,178.96
I00012172,O00005595,P000750,U002840,1,44.38,44.38,2024-02-14 18:20:54.911218,returned,555.49,Michael Peters,jamiejohnson@example.org,Other,West Raymondbury,2024-03-11,Astra Leader,Beauty,Astra,44.38,4.56,2024-02,44.38
I00012173,O00005595,P001350,U002840,3,75.16,225.48,2024-02-14 18:20:54.911218,returned,555.49,Michael Peters,jamiejohnson@example.org,Other,West Raymondbury,2024-03-11,Harbor Production,Clothing,Harbor,75.16,3.55,2024-02,225.48
I00012174,O00005595,P000288,U002840,1,106.67,106.67,2024-02-14 18:20:54.911218,returned,555.49,Michael Peters,jamiejohnson@example.org,Other,West Raymondbury,2024-03-11,Acme He,Beauty,Acme,106.67,3.28,2024-02,106.67
I00012175,O00005596,P000944,U006923,1,20.32,20.32,2025-07-14 11:57:38.321603,cancelled,84.78,Alexis Fitzgerald,markellis@example.org,Female,Mckeefort,2024-10-09,GreenLeaf Cut,Clothing,GreenLeaf,20.32,4.3,2025-07,20.32
I00012176,O00005596,P000982,U006923,1,64.46,64.46,2025-07-14 11:57:38.321603,cancelled,84.78,Alexis Fitzgerald,markellis@example.org,Female,Mckeefort,2024-10-09,NeoTech Agent,Pet Supplies,NeoTech,64.46,4.31,2025-07,64.46
I00012177,O00005597,P001312,U004397,1,208.6,208.6,2024-03-15 17:34:32.707426,shipped,871.99,Jenny Simmons,gadams@example.com,Male,Lake Richard,2024-09-03,Harbor Group,Sports,Harbor,208.6,3.97,2024-03,208.6
I00012178,O00005597,P000902,U004397,1,42.91,42.91,2024-03-15 17:34:32.707426,shipped,871.99,Jenny Simmons,gadams@example.com,Male,Lake Richard,2024-09-03,GreenLeaf Card,Pet Supplies,GreenLeaf,42.91,4.12,2024-03,42.91
I00012179,O00005597,P000032,U004397,1,265.99,265.99,2024-03-15 17:34:32.707426,shipped,871.99,Jenny Simmons,gadams@example.com,Male,Lake Richard,2024-09-03,Orion Itself,Clothing,Orion,265.99,3.75,2024-03,265.99
I00012180,O00005597,P000307,U004397,1,354.49,354.49,2024-03-15 17:34:32.707426,shipped,871.99,Jenny Simmons,gadams@example.com,Male,Lake Richard,2024-09-03,GreenLeaf Note,Home & Kitchen,GreenLeaf,354.49,4.2,2024-03,354.49
I00012181,O00005598,P001050,U001948,1,598.07,598.07,2024-11-06 17:29:07.303514,returned,630.18,Sandy Richards,madelinebrooks@example.net,Male,Julieside,2025-08-12,Acme If,Electronics,Acme,598.07,3.16,2024-11,598.07
I00012182,O00005598,P000633,U001948,1,32.11,32.11,2024-11-06 17:29:07.303514,returned,630.18,Sandy Richards,madelinebrooks@example.net,Male,Julieside,2025-08-12,Nimbus Seven,Beauty,Nimbus,32.11,2.82,2024-11,32.11
I00012183,O00005599,P000063,U007860,2,18.77,37.54,2025-05-13 09:24:52.002322,cancelled,48.94,Brenda Greene,rodriguezlauren@example.com,Female,West Katherine,2025-01-12,Pulse Eight,Groceries,Pulse,18.77,3.33,2025-05,37.54
I00012184,O00005599,P001235,U007860,1,11.4,11.4,2025-05-13 09:24:52.002322,cancelled,48.94,Brenda Greene,rodriguezlauren@example.com,Female,West Katherine,2025-01-12,Everest Manage,Groceries,Everest,11.4,4.28,2025-05,11.4
I00012185,O00005600,P001685,U009104,1,319.15,319.15,2024-04-01 06:56:38.046043,cancelled,883.85,Crystal Nguyen,rwatkins@example.com,Other,East Ryanbury,2024-03-01,Nimbus Return,Electronics,Nimbus,319.15,4.15,2024-04,319.15
I00012186,O00005600,P000962,U009104,1,274.66,274.66,2024-04-01 06:56:38.046043,cancelled,883.85,Crystal Nguyen,rwatkins@example.com,Other,East Ryanbury,2024-03-01,Everest May,Clothing,Everest,274.66,4.23,2024-04,274.66
